PersonID,UseMenuCalorieInfo,Fruit,Vegetables,AlcoholConditions_Cancer,AlcoholConditions_HeartDisease,AlcoholConditions_Diabetes,AlcoholConditions_Cholesterol,AlcoholConditions_LiverDisease,AlcoholConditions_Overweight,AlcoholIncreaseCancer,AlcoholReduceHeart
60009138-01,5,3,2,3,3,3,3,3,3,2,2
60009140-01,5,1,2,3,3,3,3,3,3,2,2
60009141-01,3,2,2,-9,-9,-9,-9,1,-9,3,4
60009143-01,3,1,3,3,1,1,3,1,1,2,2
60009147-01,5,-5,-5,3,-9,-9,-9,-9,-9,4,4
60009148-03,4,6,5,3,3,2,2,1,3,3,3
60009152-01,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60009155-01,4,3,2,3,3,3,3,1,1,2,3
60009160-01,5,5,5,3,3,3,3,1,2,3,3
60009162-01,3,2,2,3,1,1,1,1,1,3,2
60009166-01,2,3,4,3,3,3,2,1,3,2,2
60009183-01,5,2,1,3,3,3,3,1,1,4,2
60009185-01,4,2,2,2,1,1,1,1,1,3,2
60009192-01,3,3,2,2,2,2,2,1,1,4,2
60009202-01,3,5,3,1,2,2,2,1,2,1,1
60009203-01,3,3,2,1,1,1,1,1,1,1,2
60009205-01,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60009210-01,3,0,2,1,1,1,1,1,1,1,2
60009216-01,2,2,1,3,1,3,1,1,1,3,2
60009217-03,2,3,3,3,3,3,1,1,1,2,2
60009226-01,4,3,4,3,1,2,2,1,1,2,2
60009228-03,3,2,2,2,1,2,2,1,1,4,4
60009229-02,5,3,4,3,3,3,3,1,1,2,3
60009236-01,3,2,3,3,3,3,3,2,2,3,2
60009237-02,4,3,4,-9,-9,-9,-9,1,-9,-9,-9
60009239-01,5,1,3,1,1,1,1,1,1,1,3
60009245-02,5,2,2,2,3,3,3,1,1,3,2
60009254-01,5,5,3,3,1,1,3,1,2,3,2
60009259-01,3,2,1,1,1,1,3,1,1,2,2
60009261-01,5,1,2,3,3,3,3,3,3,-9,-9
60009262-01,2,3,3,2,2,2,2,1,1,3,2
60009263-01,5,2,1,2,2,2,2,1,1,2,2
60009264-03,4,1,2,3,1,2,2,1,1,3,3
60009268-01,4,2,2,3,3,3,3,1,1,3,3
60009277-01,5,2,3,1,2,1,1,1,1,1,2
60009281-01,4,2,2,2,2,2,2,1,1,4,2
60009286-02,5,1,2,1,1,1,1,1,1,1,3
60009288-01,4,3,3,3,3,3,1,1,1,2,1
60009290-01,1,-5,4,1,-9,-9,-9,1,1,2,3
60009295-01,3,2,3,3,1,3,3,1,3,-9,-9
60009297-01,2,3,3,1,2,2,2,2,2,2,2
60009309-03,4,3,3,-9,-9,-9,-9,1,-9,-9,2
60009312-01,3,3,3,1,1,1,1,1,1,1,1
60009319-01,5,1,2,3,3,1,1,1,1,3,1
60009330-01,2,1,1,3,3,3,3,3,3,1,1
60009332-02,5,3,3,3,3,3,3,1,2,3,2
60009342-03,4,3,3,3,3,3,3,1,3,3,3
60009348-01,5,3,4,3,1,1,3,1,1,3,3
60009352-02,5,1,1,3,3,3,3,3,3,4,3
60009357-01,4,1,3,2,1,1,2,1,1,4,3
60009361-01,5,1,0,3,3,3,3,1,3,3,3
60009365-02,5,0,1,3,1,3,3,1,1,2,1
60009370-01,5,2,2,2,2,2,2,1,3,3,1
60009379-01,5,3,1,2,2,2,2,1,2,4,4
60009383-02,3,4,4,3,3,3,3,1,1,2,2
60009385-02,5,2,2,2,2,2,2,1,1,4,2
60009391-01,5,-9,-9,1,1,-9,-9,1,-9,2,3
60009396-01,5,2,0,3,3,3,3,3,3,3,2
60009400-01,4,1,3,1,1,1,1,1,1,1,4
60009401-01,2,3,4,1,1,2,2,1,2,1,3
60009410-02,5,0,2,1,1,1,2,1,1,2,3
60009411-01,5,1,4,1,1,1,1,1,1,4,4
60009412-02,3,2,3,2,1,1,1,1,1,3,1
60009420-01,2,3,4,2,1,1,2,1,1,3,2
60009438-01,5,4,6,3,1,1,3,1,1,2,2
60009448-01,5,1,1,2,3,3,3,1,1,4,2
60009451-02,1,1,5,1,1,1,1,1,1,1,2
60009454-01,5,3,5,1,2,2,2,1,1,2,1
60009460-01,5,2,0,3,1,1,1,1,1,3,2
60009462-03,3,3,3,3,3,3,3,3,3,3,2
60009463-01,5,4,5,2,1,2,-9,1,2,3,2
60009471-01,3,3,2,1,1,1,1,1,1,1,4
60009478-01,5,1,1,1,1,1,1,1,1,1,3
60009480-02,1,3,4,2,1,1,2,1,1,3,2
60009488-01,5,1,1,1,3,1,3,1,1,3,2
60009490-02,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60009501-01,4,4,3,3,3,3,3,1,2,2,2
60009502-01,3,2,2,1,1,1,1,1,1,1,1
60009503-02,3,2,2,3,3,3,3,1,3,3,3
60009507-02,2,4,2,3,3,3,3,3,3,-9,-9
60009508-01,2,5,5,1,3,3,3,1,1,2,3
60009514-01,5,1,1,3,3,3,3,3,3,4,3
60009524-01,2,1,2,2,1,3,1,1,1,1,3
60009525-01,5,3,3,1,1,1,1,1,1,3,2
60009528-03,2,2,4,3,3,3,3,1,3,3,2
60009537-01,3,5,5,-9,-9,-9,-9,1,-9,2,2
60009538-01,5,3,2,3,1,3,3,1,1,4,4
60009561-02,3,2,2,1,1,1,1,1,1,1,4
60009567-01,5,3,5,1,1,1,1,1,1,1,4
60009570-03,2,3,4,1,2,1,1,2,-5,2,3
60009575-01,3,2,2,1,3,1,3,1,3,2,3
60009576-01,4,4,4,3,1,-9,1,1,1,-9,-9
60009579-01,1,2,1,-9,-9,-9,-9,1,-9,1,2
60009609-02,2,1,3,3,1,3,3,1,1,2,2
60009613-01,2,3,5,3,3,3,3,1,1,3,3
60009617-01,5,3,2,3,3,1,1,1,2,2,3
60009618-01,5,2,2,-9,-9,-9,-9,1,1,1,3
60009620-02,4,2,1,2,1,2,2,1,2,2,2
60009635-01,2,0,1,3,1,3,2,1,2,2,1
60009641-01,4,2,4,2,1,2,3,1,1,4,2
60009646-01,2,3,3,1,1,2,1,1,2,1,4
60009655-01,4,2,1,2,2,2,2,2,2,1,2
60009657-01,2,3,4,3,3,1,3,1,3,3,2
60009660-01,4,2,2,3,3,2,3,1,1,3,2
60009662-03,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60009667-01,5,0,0,3,3,3,3,1,3,3,3
60009676-01,4,4,2,2,3,3,2,1,1,4,2
60009685-01,4,2,2,3,3,3,3,3,3,2,3
60009696-01,2,0,4,2,2,2,2,1,2,4,2
60009697-03,5,2,2,1,-9,-9,-9,-9,-9,-9,-9
60009708-02,2,1,3,-9,-9,-9,-9,-9,-9,-9,-9
60009715-02,2,1,3,3,1,1,1,1,1,2,2
60009719-01,3,4,4,1,1,1,1,1,1,2,4
60009720-01,5,1,2,1,1,3,3,1,3,2,4
60009721-01,2,1,1,1,1,1,1,1,1,1,3
60009731-01,5,1,3,3,3,3,3,1,1,2,2
60009736-01,5,0,0,3,3,3,3,3,3,3,3
60009746-01,3,2,2,3,3,3,3,3,3,2,2
60009747-01,1,2,2,3,2,3,3,-9,2,4,4
60009758-01,5,0,1,2,1,3,1,1,1,4,2
60009759-01,5,0,0,3,3,3,3,3,1,3,2
60009764-01,2,3,3,2,3,3,3,1,1,4,4
60009767-01,4,3,3,3,3,3,3,1,3,1,1
60009773-03,5,4,3,2,2,2,2,2,2,3,3
60009774-01,3,1,3,2,2,2,2,2,2,4,4
60009775-01,4,1,1,2,3,3,3,3,1,3,2
60009778-02,3,1,3,2,1,1,2,1,1,2,3
60009784-02,5,4,3,1,1,1,1,1,1,1,3
60009786-01,2,6,6,1,1,1,1,1,1,1,1
60009795-01,1,3,3,1,1,1,3,1,1,2,1
60009797-01,3,3,4,3,1,1,1,1,1,2,2
60009799-01,5,3,3,1,1,3,1,1,1,2,2
60009800-01,4,3,4,3,1,1,1,1,1,2,2
60009807-02,2,2,3,3,3,3,3,1,3,3,2
60009812-01,4,4,4,3,3,3,3,1,3,2,4
60009819-03,4,2,1,1,1,1,1,1,1,1,3
60009824-01,2,4,4,-9,-9,-9,-9,1,-9,4,4
60009833-02,5,4,2,3,1,3,3,1,1,2,2
60009838-01,3,1,2,1,1,1,-9,1,1,3,4
60009844-01,4,3,3,1,1,3,3,1,2,2,2
60009846-01,4,1,1,1,1,3,3,1,1,4,3
60009847-01,5,3,3,1,2,2,2,1,1,1,2
60009851-02,4,3,2,3,1,1,2,1,3,4,4
60009853-01,4,3,3,2,1,1,1,1,1,2,2
60009871-02,3,2,1,1,3,2,2,1,1,3,2
60009881-01,4,1,0,1,-9,-9,1,1,1,1,4
60009884-03,3,3,3,3,3,3,3,1,3,2,1
60009888-01,1,2,5,3,3,1,1,1,1,3,4
60009895-03,5,1,2,2,2,1,2,1,1,3,2
60009923-01,3,2,2,1,1,1,1,1,1,2,2
60009928-01,3,2,4,1,1,1,1,1,1,1,1
60009950-02,3,3,3,-9,-9,-9,-9,1,-9,2,3
60009951-02,5,3,3,3,3,1,3,1,1,3,3
60009953-02,3,3,3,1,1,1,1,1,3,1,1
60009955-01,3,2,2,1,1,3,3,1,3,1,3
60009958-01,4,1,2,3,1,1,1,1,1,2,3
60009959-01,2,4,2,1,1,1,1,1,1,1,3
60009963-01,2,4,3,1,1,1,1,1,1,1,4
60009968-01,2,2,4,1,1,1,1,1,1,2,2
60009974-01,5,2,0,-9,-9,-9,-9,1,-9,4,1
60009976-01,5,2,2,1,-9,-9,-9,1,-9,3,2
60009978-01,3,2,2,3,3,3,3,1,1,2,3
60009981-01,4,2,2,3,3,3,3,3,3,4,4
60009988-01,4,2,2,3,3,3,3,1,1,-9,-9
60010000-01,3,3,3,1,1,3,2,1,1,1,3
60010001-01,3,3,2,3,3,3,3,1,1,3,2
60010002-01,5,1,2,3,3,3,3,3,3,2,2
60010003-01,2,6,6,3,3,3,3,3,3,2,3
60010005-01,2,4,4,3,1,3,3,1,1,3,2
60010016-01,2,4,4,2,2,2,1,1,1,3,2
60010017-01,2,2,3,1,1,3,3,1,1,2,3
60010018-01,5,0,0,2,3,1,2,1,2,3,2
60010024-01,3,4,3,-9,-9,-9,-9,1,1,1,1
60010031-01,3,2,2,3,1,1,1,1,1,2,2
60010033-01,5,2,4,3,3,3,3,3,3,-9,-9
60010034-01,4,2,0,2,2,2,2,1,2,2,2
60010040-01,5,1,4,3,1,3,1,1,3,2,2
60010042-02,5,0,1,3,1,1,-9,1,1,2,2
60010043-01,2,2,2,-9,1,1,1,1,1,2,2
60010044-01,4,4,-9,1,1,1,2,1,1,1,2
60010057-02,5,3,2,1,-9,-9,1,1,-9,1,4
60010059-02,3,3,0,1,-9,-9,-9,1,1,4,2
60010071-01,4,2,3,3,1,3,3,1,1,3,3
60010072-03,2,1,3,3,3,3,3,1,2,4,4
60010073-01,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60010079-01,3,0,1,3,1,1,3,1,1,3,2
60010089-01,4,4,4,3,3,3,3,1,1,-9,2
60010090-01,4,3,3,3,3,3,3,1,3,3,1
60010091-02,5,1,3,1,1,1,1,1,1,1,1
60010101-01,5,3,3,1,1,1,1,1,1,1,4
60010102-02,3,4,5,3,3,3,3,3,3,2,2
60010103-01,2,2,4,1,1,1,1,1,1,1,2
60010126-01,4,2,2,2,1,2,-9,1,2,2,4
60010135-01,4,1,-9,3,1,1,1,1,1,3,2
60010140-01,2,6,3,-9,-9,1,1,1,1,2,2
60010153-01,2,6,5,1,1,1,3,1,1,2,2
60010162-01,3,2,1,1,1,3,1,1,1,2,3
60010163-01,3,1,2,1,1,1,1,1,1,1,2
60010166-02,3,3,3,2,1,2,2,1,1,2,2
60010170-02,5,1,2,3,3,3,3,1,1,3,2
60010172-01,5,-5,0,3,3,3,3,3,3,3,4
60010178-01,2,4,4,1,1,1,3,1,1,2,2
60010181-03,2,1,4,1,1,1,1,1,1,2,2
60010188-02,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60010194-01,4,4,4,1,1,1,1,1,1,2,2
60010197-01,4,4,4,1,2,2,2,1,2,3,2
60010227-01,4,0,1,2,2,2,2,2,2,2,1
60010233-01,2,2,4,3,3,3,3,1,3,3,4
60010234-02,3,1,2,3,3,3,3,1,3,-9,-9
60010238-02,3,4,4,2,2,2,2,1,2,4,1
60010240-03,3,2,5,3,1,1,1,1,1,2,3
60010242-03,2,1,0,1,-9,-9,-9,-9,-9,1,2
60010245-01,2,3,4,1,1,1,1,1,1,1,1
60010247-02,3,3,4,3,1,3,3,1,1,2,1
60010251-01,3,0,3,2,1,1,1,1,1,2,2
60010254-02,4,3,1,-9,-9,-9,-9,1,1,-9,-9
60010260-01,-9,-9,-9,3,3,3,3,3,3,-9,-9
60010265-01,2,2,4,3,3,1,3,1,1,2,2
60010270-02,5,1,1,3,1,1,1,1,1,2,2
60010280-01,2,5,4,2,2,2,1,1,1,1,1
60010281-01,4,1,1,2,2,2,2,2,2,1,1
60010287-02,4,3,3,1,1,1,1,1,1,1,2
60010294-01,2,2,3,3,1,3,2,1,1,2,3
60010307-01,3,1,2,1,1,1,2,1,1,2,2
60010308-01,5,0,3,-9,-9,-9,-9,1,1,2,2
60010309-01,2,3,4,3,3,1,-9,3,1,2,2
60010312-01,3,2,2,3,3,1,3,1,3,4,1
60010313-03,5,3,4,3,3,3,3,1,3,4,4
60010318-01,5,0,6,2,2,2,2,1,2,3,3
60010321-01,4,0,5,3,3,3,3,1,1,2,2
60010328-01,3,-5,1,-9,-9,-9,-9,1,-9,4,4
60010332-01,3,1,3,1,1,1,1,1,1,2,3
60010335-01,3,1,4,3,1,1,3,1,1,2,2
60010338-01,4,3,2,3,3,3,3,1,1,3,2
60010342-01,4,3,4,1,1,1,2,1,1,2,2
60010347-01,3,2,2,3,1,3,1,1,1,1,1
60010349-01,5,0,0,1,1,3,3,1,3,1,1
60010354-01,3,2,1,2,1,2,3,1,1,3,4
60010356-01,3,4,3,3,1,1,1,1,1,1,4
60010357-02,3,4,3,3,3,3,3,1,1,3,2
60010359-02,2,2,1,1,1,1,2,1,1,2,2
60010362-01,3,1,2,3,3,3,3,3,3,2,3
60010367-02,2,2,3,1,1,1,1,1,1,2,4
60010378-03,5,3,3,1,1,3,3,1,1,1,2
60010382-03,2,3,3,3,3,3,3,1,1,2,2
60010399-01,3,3,2,1,1,1,1,1,1,2,3
60010400-01,5,3,3,3,3,3,3,1,1,3,2
60010401-01,4,4,2,1,3,3,1,1,1,1,2
60010403-01,4,3,4,3,3,3,3,1,1,3,2
60010404-01,5,0,0,2,1,1,3,1,1,3,2
60010406-02,2,3,3,2,3,2,1,1,1,2,2
60010412-03,4,2,6,2,1,3,3,1,1,3,2
60010419-01,3,2,1,1,3,3,3,3,3,1,3
60010420-02,5,6,4,3,1,1,1,1,1,-9,3
60010421-02,5,3,0,3,3,3,3,1,1,2,2
60010425-01,3,0,3,3,3,3,3,1,1,3,2
60010434-01,2,2,3,3,3,1,3,1,3,4,2
60010448-02,3,4,5,2,3,1,2,1,3,3,1
60010458-01,3,2,5,1,2,1,2,1,1,2,3
60010468-02,5,0,0,-9,-9,-9,-9,1,-9,4,4
60010483-01,4,4,5,3,3,3,3,1,1,2,4
60010485-01,3,3,5,2,1,1,1,1,1,3,1
60010486-01,5,4,4,2,1,1,3,1,1,3,2
60010496-01,2,2,2,3,3,1,3,1,3,3,2
60010498-01,4,3,3,3,3,3,3,1,3,2,2
60010505-02,3,3,2,1,1,2,1,1,1,3,2
60010513-01,2,2,3,3,1,3,3,1,1,2,2
60010523-01,3,3,2,3,1,1,3,1,1,3,2
60010527-01,1,2,5,1,3,3,1,1,1,2,2
60010537-01,5,0,2,2,2,1,1,1,1,3,2
60010542-01,5,2,1,1,1,1,1,1,1,1,4
60010561-01,4,2,3,2,1,1,3,1,1,3,2
60010567-02,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60010573-01,3,4,3,1,2,3,3,1,3,2,1
60010579-01,3,1,2,1,1,1,1,1,1,2,2
60010582-01,2,2,3,-9,1,-9,-9,1,1,4,2
60010588-02,2,3,5,1,1,1,-9,1,-9,1,2
60010592-02,2,2,6,3,1,2,1,1,2,2,2
60010595-01,5,1,2,3,1,2,3,1,1,3,2
60010615-02,3,-9,-9,-9,1,1,-9,1,1,-9,-9
60010616-01,4,3,3,2,2,1,2,1,1,4,2
60010622-01,1,4,5,1,1,1,2,1,1,1,2
60010629-01,4,2,2,3,3,3,3,3,3,4,2
60010630-02,1,3,2,1,1,1,3,1,1,2,3
60010631-02,5,2,3,3,3,3,1,1,1,2,2
60010632-01,4,2,0,3,1,3,3,1,1,2,3
60010633-01,3,0,3,3,3,3,3,3,3,4,3
60010635-02,3,3,2,3,1,1,1,3,1,2,2
60010640-01,5,1,5,3,-9,-9,-9,-9,-9,2,2
60010654-01,5,0,0,-9,-9,-9,-9,1,-9,2,2
60010656-01,4,1,3,1,1,3,3,1,1,1,3
60010669-01,3,3,3,1,1,1,1,1,1,1,3
60010674-02,3,3,3,2,2,2,-9,-9,1,-9,-9
60010681-01,3,3,3,3,3,1,3,1,3,3,2
60010685-02,5,2,3,3,1,3,3,1,1,3,3
60010692-01,4,2,2,3,1,1,1,1,1,2,4
60010693-01,1,4,4,1,1,1,1,1,1,1,2
60010694-01,5,1,3,3,3,3,3,3,3,2,2
60010695-01,3,3,3,2,1,1,1,1,1,3,3
60010706-01,4,-9,-9,-9,-9,-9,-9,1,-9,4,4
60010709-01,5,1,3,2,2,2,3,1,1,3,3
60010711-01,4,1,2,1,1,3,3,1,1,2,2
60010717-02,5,3,3,3,1,2,3,1,1,2,4
60010719-02,2,2,3,3,1,3,3,1,1,2,3
60010722-01,3,4,5,2,1,1,1,1,1,3,4
60010729-01,3,4,5,3,3,1,3,1,1,2,2
60010733-01,5,2,1,-9,-9,-9,-9,1,-9,2,2
60010751-01,5,2,3,2,2,2,2,1,1,3,2
60010758-01,3,2,2,1,1,1,1,1,1,1,1
60010774-02,2,5,5,3,3,3,3,3,3,3,3
60010783-02,5,1,1,3,1,3,3,1,1,2,2
60010786-01,3,2,3,3,3,3,3,3,3,-9,-9
60010787-02,3,1,2,-9,-9,-9,-9,1,-9,1,2
60010794-02,5,1,2,1,1,1,1,1,1,1,2
60010795-01,2,0,0,3,3,1,1,1,1,3,2
60010797-01,3,3,5,3,1,1,1,1,1,2,2
60010799-01,1,4,4,1,1,2,1,1,1,1,2
60010808-02,5,4,4,3,1,1,-9,1,3,3,3
60010811-01,4,2,2,3,3,3,3,1,1,-9,-9
60010817-01,3,4,3,1,1,1,1,1,1,1,3
60010822-01,4,1,1,-9,-9,-9,-9,1,-9,3,3
60010839-01,5,4,4,3,1,1,2,1,1,2,2
60010840-01,2,1,1,1,3,1,3,1,1,2,3
60010851-01,4,3,3,3,3,3,3,1,1,4,3
60010859-01,5,0,0,1,1,1,1,1,1,3,4
60010863-02,-9,6,6,3,3,3,3,3,3,-9,-9
60010868-02,4,1,2,2,3,1,3,1,1,3,2
60010869-01,2,2,2,2,2,2,2,1,3,3,3
60010874-01,3,3,3,3,3,3,3,3,3,3,3
60010879-03,5,1,2,3,3,3,3,1,1,4,4
60010883-01,1,3,3,3,3,3,3,1,1,1,2
60010887-03,3,3,1,2,1,1,1,1,1,2,3
60010896-03,5,0,0,3,3,3,3,3,3,4,4
60010900-01,3,0,0,-9,1,1,-9,1,1,3,4
60010903-01,4,1,2,3,3,3,3,3,2,3,3
60010908-02,5,3,3,2,2,2,2,1,3,4,4
60010910-01,5,2,3,2,2,2,2,2,2,4,2
60010911-01,5,1,0,3,3,3,3,1,3,4,4
60010913-01,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60010915-02,3,1,2,3,3,3,3,3,3,2,2
60010916-01,3,3,3,3,1,-9,1,1,1,3,2
60010917-01,3,3,3,3,1,1,3,1,1,4,2
60010921-02,3,2,3,1,1,1,1,1,1,1,2
60010930-01,1,2,2,2,-9,-9,-9,-9,-9,-9,1
60010931-01,2,3,3,1,3,1,2,1,1,2,2
60010935-02,2,2,3,1,1,1,3,1,1,3,3
60010937-01,4,1,1,3,3,3,3,1,3,4,2
60010938-03,1,0,0,2,2,1,2,1,1,4,2
60010944-01,4,2,4,1,1,1,3,1,1,2,3
60010960-03,5,2,-9,-9,-9,-9,-9,-9,3,-9,-9
60010964-01,4,2,2,1,1,1,1,1,1,2,3
60010972-01,5,2,3,3,2,1,2,1,2,3,3
60010974-02,4,3,3,1,1,1,1,1,1,2,3
60010981-01,5,2,4,-9,1,-9,-9,1,-9,4,4
60010983-01,5,2,4,3,3,3,3,3,3,4,4
60010984-01,5,4,2,3,1,3,3,1,1,2,4
60010986-03,2,3,5,1,1,1,1,1,1,1,3
60010997-01,4,3,3,1,1,1,1,1,1,2,1
60011012-01,2,3,3,1,1,1,1,1,1,1,3
60011013-03,3,3,4,2,1,1,1,1,1,3,2
60011027-03,1,6,2,-9,-9,1,-9,1,-9,1,1
60011054-01,2,2,1,1,1,1,1,1,1,1,4
60011056-01,2,1,3,3,3,3,3,1,1,2,4
60011062-01,3,5,5,1,1,1,1,1,1,1,4
60011065-01,3,1,1,3,3,3,3,3,3,3,3
60011083-02,5,3,2,3,3,3,1,1,1,4,3
60011087-01,3,1,2,2,2,1,-9,1,1,3,3
60011093-01,4,1,3,3,3,3,3,1,3,2,3
60011097-01,2,3,3,3,3,3,3,3,3,4,1
60011098-02,3,3,3,2,2,2,2,1,1,4,2
60011106-03,2,4,6,3,1,2,2,1,1,3,3
60011110-01,3,4,5,2,1,2,2,1,1,3,2
60011111-01,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60011112-02,1,2,5,1,1,3,1,1,1,1,2
60011115-03,4,4,4,3,3,3,2,1,1,3,3
60011117-01,3,3,1,3,3,3,3,1,2,2,2
60011129-01,3,3,3,1,1,1,1,1,1,1,3
60011135-01,4,2,3,-9,-9,-9,-9,1,-9,1,1
60011136-01,2,4,2,1,1,1,1,1,1,1,4
60011139-02,5,1,1,3,1,3,1,1,1,2,2
60011145-02,3,0,2,1,1,1,1,1,1,1,2
60011146-01,3,1,2,3,3,3,3,3,1,2,3
60011147-01,3,2,2,-9,1,1,1,1,1,2,2
60011156-01,3,2,1,1,1,1,1,1,1,1,2
60011158-02,1,3,3,1,1,1,1,1,1,2,1
60011162-02,5,1,1,1,1,1,1,1,1,1,4
60011165-01,5,2,4,-9,-9,1,-9,1,-9,3,2
60011168-02,3,1,3,-9,-9,1,1,1,-9,-9,2
60011180-01,4,2,1,3,3,3,3,3,3,2,2
60011181-01,5,3,3,3,1,3,3,1,1,4,2
60011183-02,5,1,1,-9,-9,-9,-9,1,-9,3,3
60011195-01,2,3,3,3,1,1,1,1,1,3,2
60011196-02,3,3,2,2,1,1,3,1,1,3,2
60011203-01,5,3,3,-9,-9,-9,-9,1,-9,1,2
60011206-01,4,1,2,3,1,1,1,1,1,2,1
60011211-02,3,2,2,-9,-9,-9,-9,-9,-9,-9,-9
60011212-01,2,3,1,3,1,1,3,1,3,2,1
60011218-01,4,1,3,3,1,1,3,1,1,2,1
60011221-01,3,1,1,1,1,-9,1,1,1,1,4
60011224-01,4,2,4,3,1,3,2,1,1,3,2
60011226-01,5,0,3,3,3,3,-9,1,2,3,4
60011231-02,5,1,4,3,3,3,3,3,3,-9,-9
60011235-02,5,2,2,3,3,3,3,1,3,-9,-9
60011240-01,3,3,3,2,1,2,2,1,1,2,1
60011244-01,3,0,2,1,1,1,1,1,1,1,2
60011250-01,5,4,4,-9,-9,-9,-9,1,-9,2,4
60011252-01,3,2,4,2,1,1,1,1,1,3,2
60011253-01,4,3,2,3,1,3,3,1,3,1,1
60011261-01,4,1,2,1,1,1,2,1,1,1,2
60011264-01,4,1,1,3,3,3,3,1,1,2,4
60011270-01,3,3,4,2,1,1,2,1,1,3,2
60011274-01,1,3,4,3,2,1,2,1,1,2,2
60011278-02,5,2,1,1,1,-9,-9,1,1,2,4
60011280-02,5,3,1,1,1,2,2,1,1,2,2
60011289-01,5,0,0,2,1,2,1,1,2,4,4
60011293-03,2,3,4,3,1,2,2,1,1,3,2
60011295-01,5,1,2,1,-5,1,1,1,1,-9,4
60011308-01,1,5,5,1,1,1,1,1,1,1,2
60011310-01,3,2,3,1,1,1,1,1,1,1,3
60011315-02,3,2,2,-9,1,-9,-9,1,1,1,2
60011324-01,4,1,4,3,1,3,3,1,1,2,3
60011329-01,4,3,3,3,3,3,1,1,1,3,2
60011330-01,4,0,0,3,3,3,3,1,3,-9,-9
60011332-01,2,2,2,1,1,1,1,1,1,1,1
60011336-02,3,2,4,1,1,1,1,1,1,1,2
60011337-03,3,-5,-5,3,3,3,3,3,3,3,2
60011342-02,3,6,6,1,1,3,3,1,1,2,2
60011364-01,5,4,5,1,1,1,1,1,1,4,4
60011366-01,2,2,3,3,1,1,1,1,1,2,2
60011370-01,3,1,2,1,1,1,3,1,1,2,2
60011373-01,5,0,0,3,3,3,3,3,3,2,4
60011374-01,4,1,1,-9,-9,-9,-9,1,1,2,2
60011380-01,2,2,3,1,1,1,1,1,1,1,3
60011382-02,3,2,1,3,1,1,3,1,1,3,1
60011384-01,1,5,3,1,1,1,1,1,1,1,2
60011398-01,5,3,3,3,1,1,3,1,1,2,3
60011400-02,5,4,4,2,1,2,3,1,3,3,4
60011406-01,5,1,1,1,1,1,1,1,1,2,2
60011407-02,4,0,2,3,3,3,3,3,1,2,2
60011411-02,5,6,6,1,1,3,3,1,3,2,4
60011425-01,5,3,2,2,2,1,1,1,1,1,4
60011429-01,3,2,1,3,1,1,1,1,3,2,3
60011443-01,1,5,6,3,1,1,1,1,1,2,4
60011456-01,4,3,3,3,3,3,1,1,1,3,2
60011476-01,4,1,1,3,3,1,1,1,1,3,3
60011477-01,4,3,2,1,1,2,2,1,1,1,2
60011482-01,5,1,1,3,1,1,1,1,1,1,2
60011485-01,5,1,1,3,3,3,3,1,3,4,4
60011489-03,3,3,4,3,3,3,3,1,3,2,2
60011492-02,2,3,2,1,1,1,1,1,1,1,3
60011500-01,5,2,1,3,1,3,1,1,1,3,3
60011501-01,5,1,1,3,3,2,3,1,1,3,2
60011503-02,4,1,3,3,1,1,1,1,1,2,3
60011504-01,3,3,3,3,1,1,2,1,1,4,4
60011508-02,2,0,3,1,1,1,1,1,1,2,2
60011511-01,3,3,3,3,3,3,3,1,3,2,1
60011512-01,2,3,3,1,-9,-9,-9,1,1,1,2
60011514-01,5,0,3,2,3,2,3,1,1,3,2
60011518-01,5,3,1,3,1,2,1,1,1,4,1
60011528-01,2,3,3,3,3,3,3,3,3,4,4
60011529-01,4,2,2,2,3,3,-9,1,1,4,2
60011530-01,5,4,4,1,1,2,2,1,2,2,1
60011531-01,5,3,3,3,1,3,3,1,1,-9,-9
60011534-01,1,4,5,2,1,1,1,1,1,3,2
60011535-02,3,0,1,3,1,3,1,1,1,2,4
60011536-01,2,2,1,1,1,1,1,1,1,3,2
60011541-03,1,4,5,1,1,1,3,1,1,2,4
60011542-01,5,2,2,2,1,2,1,1,1,3,2
60011544-03,3,3,3,1,3,3,2,1,1,1,2
60011545-01,5,0,0,-9,1,-9,-9,1,-9,-9,-9
60011549-01,5,0,1,3,3,3,3,3,3,3,4
60011552-01,4,2,1,3,3,1,3,1,3,3,3
60011554-01,2,2,3,1,1,2,2,1,1,2,2
60011560-02,5,1,2,3,3,3,3,3,3,3,2
60011564-01,3,3,2,3,3,3,3,1,1,3,2
60011565-01,2,4,4,2,1,1,3,1,1,2,2
60011568-01,5,3,1,2,1,2,1,1,1,2,2
60011570-02,2,-5,5,3,1,1,3,1,2,3,2
60011572-01,3,4,3,2,2,2,2,2,2,2,2
60011575-02,5,2,5,2,2,3,3,1,3,2,3
