PersonID,SeekHealthInfo,WhereSeekHealthInfo,WhoLookingFor,LotOfEffort,Frustrated,ConcernedQuality,TooHardUnderstand,ConfidentGetHealthInf,TrustDoctor,TrustFamily,TrustNewsMag,TrustRadio,TrustInternet,TrustTelevision,TrustGov,TrustCharities,TrustReligiousOrgs,StrongNeedHealthInfo,StrongNeedHealthInfo_OS,SeekCancerInfo,InternetCancerInfoSelf
60003550-01,1,7,1,3,4,3,4,2,1,2,2,3,2,3,1,4,4,6,-1,2,2
60003556-01,1,7,2,2,1,1,2,2,1,3,2,4,2,3,2,4,3,6,-1,2,2
60003559-01,1,1,2,2,2,3,3,2,1,2,2,2,1,2,1,2,2,6,-1,2,2
60003560-01,1,7,1,2,3,2,3,1,1,2,2,3,2,2,2,2,3,6,-1,1,1
60003562-02,2,-1,-1,-1,-1,-1,-1,1,2,1,-9,-9,-9,-9,-9,-9,-9,-5,-1,2,2
60003564-01,1,7,1,4,4,3,4,2,1,3,3,3,2,3,1,2,3,7,-1,2,2
60003567-02,2,-1,-1,-1,-1,-1,-1,1,1,3,3,3,3,3,3,4,4,6,-1,2,2
60003569-01,1,6,1,3,3,3,4,3,2,3,3,-5,-9,4,3,3,3,-9,-6,-9,-9
60003570-01,1,-5,1,2,2,2,2,2,2,4,4,4,2,4,3,3,3,7,-1,1,1
60003571-01,2,-1,-2,-2,-2,-2,-2,3,1,2,3,4,4,4,4,4,4,6,-1,1,2
60003573-01,1,6,1,4,2,2,2,2,1,3,3,3,4,3,3,3,3,6,-1,2,2
60003574-03,1,-5,3,3,1,1,2,3,1,1,3,4,2,4,2,3,2,6,-1,2,2
60003580-01,1,8,3,1,1,2,1,3,1,3,3,3,2,3,3,2,2,91,USE STANDARD THREE-SOURCE APPROACH TO RESEARCH,1,2
60003587-01,1,7,2,4,4,3,4,2,1,2,2,2,1,2,2,2,2,7,-1,1,2
60003589-03,1,7,1,3,4,4,4,1,1,2,2,3,2,2,1,2,1,6,-1,2,2
60003590-01,1,7,3,2,3,2,4,3,1,3,2,2,2,2,1,2,3,7,-1,1,2
60003591-01,1,7,3,4,4,4,4,2,1,2,2,2,2,2,3,1,1,6,-1,1,2
60003592-02,2,-1,-1,-1,-1,-1,-1,4,1,2,4,4,4,4,4,4,4,91,UNION,1,2
60003595-01,1,-5,2,3,3,3,4,1,3,2,2,2,1,2,4,4,1,7,-1,1,2
60003598-02,1,7,3,4,4,3,4,2,1,2,2,2,2,2,2,2,3,6,-1,1,2
60003599-01,1,7,1,4,4,2,4,1,1,3,3,4,2,4,3,3,4,7,-1,2,2
60003607-01,1,7,1,3,2,2,2,2,2,3,3,4,3,4,2,3,3,7,-1,1,2
60003608-01,1,7,1,3,4,3,4,2,1,2,3,4,1,3,2,2,3,6,-1,2,2
60003614-01,1,7,1,2,2,2,2,3,1,2,3,3,3,3,2,4,3,6,-1,2,2
60003615-02,2,-1,-1,-1,-1,-1,-1,3,1,3,3,3,3,3,3,3,2,7,-1,1,1
60003620-02,2,-2,-2,-2,-2,-2,-2,3,2,2,4,3,3,3,4,-5,4,7,-1,1,2
60003625-01,1,7,1,2,3,2,3,3,2,3,3,3,2,3,4,4,3,6,-1,1,1
60003626-01,2,-1,-1,-1,-1,-1,-1,1,1,2,2,4,2,2,2,2,1,7,-1,1,2
60003628-01,1,7,1,1,1,1,1,3,2,1,3,3,2,3,3,3,2,7,-1,2,2
60003630-01,2,-1,-1,-1,-1,-1,-1,1,1,3,3,3,1,3,2,4,4,7,-1,2,2
60003631-02,2,-1,-1,-1,-1,-1,-1,1,1,1,3,3,2,2,2,2,2,11,-1,2,2
60003634-03,1,7,2,2,1,2,2,3,1,3,3,3,2,3,2,3,3,6,-1,1,2
60003636-01,1,7,2,2,2,3,3,3,1,1,3,2,2,4,2,2,2,7,-1,1,1
60003639-01,1,7,1,2,2,2,3,2,1,2,2,2,2,2,2,2,2,6,-1,1,2
60003640-01,1,6,1,4,4,4,4,1,1,3,-9,4,2,2,2,-5,-9,6,-1,1,2
60003642-02,1,7,3,2,2,3,4,1,1,2,4,4,3,4,1,3,3,6,-1,1,2
60003649-01,1,7,1,4,4,3,4,2,1,3,2,3,2,2,2,3,4,7,-1,1,2
60003650-01,1,7,1,4,4,4,4,2,1,2,2,2,2,2,1,2,4,7,-1,1,2
60003656-01,2,-1,-1,-1,-1,-1,-1,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,2,2
60003657-02,1,6,1,-9,-9,-9,-9,2,1,1,3,4,4,4,4,2,4,6,-1,2,2
60003659-01,1,7,3,4,4,4,4,1,1,2,3,3,3,3,3,3,3,6,-1,1,2
60003664-01,1,4,2,1,-9,-9,-9,3,4,-9,-9,-9,-9,-9,-9,-9,-9,4,-1,2,2
60003665-01,1,-5,1,4,3,2,3,2,1,2,2,3,2,3,3,3,3,-5,-1,1,1
60003669-01,2,-1,-1,-1,-1,-1,-1,3,1,3,4,4,4,4,4,4,2,6,-1,2,1
60003674-01,1,6,1,-9,-9,-9,-9,1,1,3,3,3,2,2,2,2,3,6,-1,2,2
60003678-01,1,7,1,3,3,3,3,1,1,2,2,3,2,2,2,3,3,6,-1,1,1
60003684-02,1,7,1,2,2,2,2,3,1,3,3,4,2,3,3,3,4,7,-1,2,2
60003688-01,1,6,1,2,3,3,3,2,1,2,3,4,4,4,3,3,4,6,-1,1,2
60003692-03,2,-1,-1,-2,-2,-2,-2,3,-5,-9,3,3,4,3,4,3,4,6,-1,2,2
60003699-01,1,7,2,4,4,4,4,2,2,3,4,4,3,4,2,2,4,6,-1,1,1
60003702-01,1,7,1,2,1,1,1,1,1,3,3,4,1,4,1,1,3,7,-1,1,2
60003708-01,1,7,3,3,3,3,2,2,2,3,4,4,3,4,4,3,2,6,-1,2,2
60003712-01,1,7,1,4,4,4,4,2,1,2,3,4,2,3,1,4,4,6,-1,1,2
60003713-01,1,1,1,2,2,3,3,2,1,2,3,4,3,3,3,4,2,1,-1,1,2
60003716-01,1,7,2,4,4,3,4,1,1,2,3,3,1,3,2,2,2,6,-1,1,1
60003717-01,1,-5,1,4,4,4,4,1,1,4,4,4,3,4,1,2,4,6,-1,1,2
60003719-01,1,7,2,4,4,4,4,2,1,2,2,3,2,2,2,2,3,7,-1,1,2
60003721-02,1,6,1,3,4,4,3,2,1,3,3,3,2,4,3,2,2,7,-1,1,2
60003722-02,1,7,2,4,4,3,3,2,1,2,2,3,2,3,1,2,3,7,-1,1,1
60003725-01,1,-5,1,2,2,2,2,2,1,4,3,3,2,3,2,2,2,7,-1,1,1
60003727-01,1,-5,2,2,2,2,2,3,1,2,3,3,2,2,2,2,3,6,-1,1,1
60003730-02,2,-1,-1,-1,-1,-1,-1,3,2,3,3,4,4,2,2,4,4,2,-1,2,2
60003733-01,2,-1,-2,-2,-2,-2,-2,2,3,3,4,4,4,4,4,4,4,7,-1,2,2
60003736-03,1,7,3,2,3,3,3,3,1,-9,2,2,2,2,2,3,3,6,-1,1,2
60003739-01,1,-5,1,1,4,2,4,1,1,-9,3,3,1,1,3,1,1,-5,-1,2,2
60003743-02,1,6,1,3,4,4,3,2,1,1,2,3,-9,2,2,3,4,6,-1,1,2
60003746-01,1,-5,3,2,3,4,2,2,2,3,3,4,1,2,2,3,4,7,-1,1,1
60003754-02,1,7,3,4,4,2,3,3,1,2,3,3,2,4,2,3,4,7,-1,1,1
60003757-03,1,7,2,1,1,2,2,4,1,2,2,4,2,3,3,3,3,6,-1,1,2
60003760-01,2,-1,-1,-1,-1,-1,-1,3,1,2,3,3,2,2,2,3,3,6,-1,2,2
60003762-02,1,7,2,3,2,2,2,2,2,2,3,4,2,3,3,4,4,7,-1,2,2
60003768-01,1,7,1,2,2,2,3,3,1,3,2,2,2,2,1,2,2,7,-1,1,1
60003774-01,1,7,1,2,2,2,4,4,2,3,3,3,3,3,3,3,3,6,-1,1,2
60003775-01,1,6,2,2,3,3,4,3,1,4,3,3,2,3,2,3,4,6,-1,2,2
60003776-01,1,7,2,3,4,4,4,1,1,2,3,3,1,2,2,3,3,7,-1,1,2
60003780-01,1,7,2,3,2,3,3,2,1,2,2,3,2,3,2,2,3,-5,-1,1,1
60003785-01,1,7,1,1,1,1,3,2,1,2,4,4,4,4,4,4,2,6,-1,1,2
60003787-01,2,-1,-1,-1,-1,-1,-1,3,1,3,2,2,2,2,2,3,3,6,-1,2,2
60003790-01,1,7,1,3,3,2,2,3,1,3,4,4,2,3,1,4,4,7,-1,1,2
60003795-01,2,-1,-1,-1,-1,-1,-1,-9,1,3,3,3,3,3,3,4,4,6,-1,2,2
60003797-02,1,4,1,4,4,4,4,1,1,2,3,4,4,2,3,4,4,4,-1,2,2
60003803-02,1,7,1,3,2,3,4,3,1,2,2,3,2,2,2,2,3,6,-1,1,1
60003808-03,1,4,1,2,2,3,3,3,1,2,2,4,4,3,3,4,2,4,-1,1,2
60003819-01,2,-1,-1,-1,-1,-1,-1,4,1,2,3,2,4,2,1,2,4,6,-1,2,2
60003821-01,1,6,1,2,2,2,3,3,2,3,3,3,-9,4,3,3,2,6,-1,1,2
60003822-01,1,7,1,2,3,2,2,3,2,2,2,4,2,3,2,3,3,6,-1,1,2
60003823-01,1,7,1,4,4,2,4,1,1,3,2,2,2,2,1,2,4,7,-1,1,1
60003828-01,1,7,1,3,3,2,3,2,1,2,3,4,1,2,3,4,4,7,-1,2,2
60003835-01,1,7,2,3,4,3,4,1,1,2,2,2,1,4,1,1,4,6,-1,1,2
60003836-01,1,7,1,4,4,1,4,1,1,3,3,3,1,3,3,3,3,6,-1,2,2
60003838-01,1,7,1,2,2,1,3,3,1,2,2,3,2,4,1,3,4,6,-1,2,2
60003839-01,1,12,3,2,4,1,1,3,3,2,4,4,1,1,1,-5,2,1,-1,1,2
60003841-01,1,7,2,2,2,2,1,3,2,2,2,2,2,3,2,2,3,6,-1,1,2
60003843-01,1,8,3,2,2,1,3,5,2,4,3,4,2,3,2,4,4,1,-1,2,2
60003844-01,1,7,1,2,1,2,2,3,2,3,4,4,2,4,3,3,4,6,-1,2,2
60003846-01,1,7,1,1,1,3,2,2,1,2,4,4,2,4,3,3,3,4,-1,2,2
60003848-03,2,-1,-1,-1,-1,-1,-1,3,1,2,2,3,2,2,2,3,2,7,-1,2,2
60003854-01,2,-1,-2,-2,-2,-2,-2,1,2,-9,4,4,4,4,2,4,3,6,-1,1,2
60003856-02,1,12,1,2,3,2,2,5,3,1,2,2,2,2,3,2,4,91,NATUROPATH,2,2
60003861-01,1,7,3,1,1,1,2,3,1,2,2,2,2,2,2,2,2,7,-1,1,1
60003868-01,1,7,3,3,2,2,3,3,1,3,3,3,2,3,2,4,4,6,-1,2,2
60003869-01,1,10,1,4,4,3,4,2,1,2,2,3,3,3,2,3,2,6,-1,2,2
60003878-01,1,7,1,2,2,2,3,2,2,2,3,4,2,4,2,4,4,6,-1,1,1
60003883-01,1,7,2,3,4,2,2,3,2,3,2,2,2,4,2,2,3,6,-1,1,2
60003886-01,2,-1,-1,-1,-1,-1,-1,3,1,3,3,3,3,3,2,3,3,6,-1,2,2
60003889-01,2,-1,-1,-1,-1,-1,-1,-9,1,2,3,4,2,3,3,3,3,-9,-6,1,2
60003890-01,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,2,2
60003892-01,1,2,1,2,2,2,3,2,2,3,2,3,2,3,3,3,4,7,-1,1,1
60003895-02,2,-1,-1,-1,-1,-1,-1,2,1,2,4,4,1,4,3,4,4,6,-1,2,2
60003898-02,1,7,1,1,1,1,1,5,1,1,3,3,4,4,4,3,2,4,-1,1,1
60003904-03,1,-5,1,1,1,1,1,4,3,2,2,3,3,4,4,4,4,7,-1,1,1
60003910-03,1,7,2,3,2,4,4,2,1,2,3,3,1,3,1,2,1,6,-1,1,2
60003913-01,1,9,3,1,1,1,3,1,1,3,3,3,3,3,3,3,3,-5,-1,1,2
60003918-01,2,-1,-1,-1,-1,-1,-1,1,2,3,3,4,2,3,2,2,3,7,-1,2,2
60003919-01,1,7,2,3,4,3,4,1,2,2,2,2,2,2,2,2,2,12,-1,1,2
60003920-02,2,-1,-1,-1,-1,-1,-1,2,1,3,3,4,3,3,2,3,3,6,-1,2,2
60003922-01,1,7,3,3,4,2,4,2,1,3,3,3,2,2,2,2,1,7,-1,1,2
60003925-01,1,-5,3,3,3,2,3,2,2,2,2,3,2,3,3,2,3,-5,-1,1,1
60003930-01,2,-1,-1,-1,-1,-1,-1,1,1,3,3,4,4,4,2,3,4,6,-1,1,2
60003931-02,1,7,1,2,2,2,3,2,2,2,3,3,3,4,4,3,3,7,-1,2,2
60003935-01,2,-1,-2,-2,-2,-2,-2,3,3,3,2,3,3,3,2,2,3,7,-1,1,1
60003937-02,1,7,1,3,4,3,4,2,1,2,2,2,2,3,2,2,3,7,-1,1,2
60003942-01,1,6,2,2,1,3,3,2,2,3,3,4,3,4,2,3,4,6,-1,1,2
60003944-01,1,5,1,2,2,2,2,3,3,1,3,4,2,2,2,3,4,6,-1,2,2
60003945-01,1,-5,2,3,3,3,4,1,1,2,2,3,2,3,2,2,3,6,-1,1,2
60003948-03,1,7,3,2,3,1,3,3,3,2,2,2,3,2,2,2,2,-5,-1,2,2
60003953-01,1,7,1,3,3,2,2,2,2,-5,2,4,1,4,3,2,3,7,-1,1,2
60003954-01,1,7,1,4,4,3,4,1,1,2,3,3,2,3,3,2,3,6,-1,1,2
60003955-01,1,7,1,3,3,3,3,1,1,2,2,2,2,2,1,3,2,7,-1,1,2
60003957-02,2,-1,-1,-1,-1,-1,-1,2,1,2,2,2,2,2,1,1,1,6,-1,2,2
60003958-01,1,7,3,2,3,2,2,3,2,3,3,4,2,3,3,3,3,7,-1,1,2
60003962-01,1,6,1,4,4,4,4,2,1,2,2,4,2,4,2,2,3,7,-1,1,2
60003964-02,1,7,2,3,3,2,3,3,1,3,4,4,2,4,3,3,-9,7,-1,1,2
60003966-01,1,7,1,1,1,1,2,3,1,2,3,2,2,3,2,3,3,6,-1,2,2
60003971-01,1,2,1,2,3,3,2,3,1,2,2,3,2,3,1,1,3,7,-1,2,2
60003975-01,1,-5,2,1,1,1,3,1,3,3,2,2,3,3,1,4,4,7,-1,1,2
60003976-02,1,6,3,2,3,3,3,3,1,2,4,4,4,4,4,4,2,6,-1,1,1
60003979-01,1,-5,2,4,4,4,4,1,1,2,2,2,2,2,1,2,2,6,-1,1,2
60003990-01,1,7,3,1,1,1,1,3,2,3,4,4,2,4,4,3,4,6,-1,1,1
60003991-01,1,7,1,3,3,2,3,2,1,3,3,3,2,3,2,2,3,6,-1,2,2
60003994-01,1,6,1,2,3,3,3,1,1,2,3,3,4,3,2,2,4,6,-1,1,2
60003996-02,1,7,3,2,1,2,2,2,1,2,2,2,2,2,2,2,3,7,-1,1,2
60004000-01,2,-1,-1,-1,-1,-1,-1,2,1,3,2,2,2,2,1,2,1,6,-1,2,2
60004001-02,1,7,1,2,4,2,3,2,1,2,4,4,2,4,3,3,4,6,-1,1,2
60004002-02,1,1,3,4,4,4,4,1,2,3,3,3,2,3,1,3,4,1,-1,1,2
60004003-01,1,7,1,4,3,4,3,3,2,4,3,3,2,2,2,4,4,6,-1,1,1
60004008-02,1,7,3,4,4,3,4,1,1,1,2,3,1,2,1,1,2,7,-1,2,2
60004011-01,1,7,2,3,3,3,3,3,1,2,2,3,2,3,2,2,4,6,-1,1,2
60004014-01,1,7,2,4,3,3,4,2,1,2,3,4,1,3,3,4,2,7,-1,2,2
60004016-03,1,7,2,2,3,2,4,2,1,2,2,3,2,3,1,2,3,7,-1,2,2
60004019-01,1,7,1,4,4,4,4,1,2,3,4,4,2,3,2,2,3,7,-1,1,2
60004023-01,1,7,1,1,1,1,3,3,1,2,3,4,4,3,2,3,3,6,-1,1,2
60004025-01,1,7,3,2,2,2,2,3,2,2,2,2,2,3,2,3,3,7,-1,2,2
60004026-02,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,-1,1,1
60004027-01,1,7,3,1,2,1,1,1,1,2,3,3,1,3,2,3,2,7,-1,2,2
60004034-01,1,7,1,3,3,2,2,3,1,3,4,4,2,3,1,3,4,6,-1,2,2
60004035-01,1,7,2,3,4,4,4,2,1,2,2,3,1,3,1,2,4,7,-1,1,2
60004039-03,1,7,1,2,2,2,2,2,2,2,3,3,2,3,2,3,3,6,-1,2,2
60004041-01,1,1,1,3,3,2,3,3,2,3,3,4,3,3,2,3,4,6,-1,1,2
60004047-02,1,7,2,1,1,1,2,3,2,3,4,4,2,4,3,3,4,7,-1,1,1
60004051-01,1,5,1,3,3,2,3,2,1,3,3,3,3,3,3,3,3,7,-1,1,2
60004052-01,1,-5,1,4,3,3,4,2,1,3,4,4,3,4,4,4,2,6,-1,1,1
60004053-01,1,7,1,3,2,2,3,3,1,2,2,3,3,3,1,3,4,7,-1,1,1
60004063-01,1,2,3,3,3,3,3,3,1,2,3,3,3,3,2,4,4,7,-1,2,2
60004064-01,1,7,1,3,3,2,3,1,1,3,4,4,2,4,2,4,4,7,-1,2,2
60004068-02,2,-1,-1,-1,-1,-1,-1,2,1,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,2,2
60004071-03,1,-5,1,3,3,3,4,3,3,2,3,4,2,3,4,4,4,3,-1,1,1
60004073-01,1,-9,-9,-9,-9,-9,-9,2,1,2,3,3,2,3,3,2,2,7,-1,1,2
60004079-02,1,7,3,2,3,2,3,2,1,2,1,2,1,1,1,2,2,6,-1,2,2
60004086-01,1,7,1,3,2,2,4,2,2,4,4,4,2,4,1,3,4,7,-1,1,1
60004087-01,2,-1,-1,-1,-1,-1,-1,1,2,2,2,2,2,3,1,2,2,7,-1,2,2
60004093-01,1,7,1,3,4,3,3,1,1,3,3,3,3,3,3,3,3,6,-1,1,1
60004096-02,1,7,2,4,4,4,4,1,1,3,2,2,2,3,1,2,2,7,-1,1,2
60004097-01,1,7,1,3,3,2,2,3,1,2,2,2,2,2,2,2,3,6,-1,1,2
60004099-01,1,7,1,4,4,4,4,2,2,3,3,4,2,4,2,2,4,7,-1,2,2
60004102-01,2,-1,-1,-1,-1,-1,-1,1,1,1,3,-9,-9,2,2,-9,2,1,-1,1,2
60004109-01,1,7,3,2,3,1,2,4,1,3,3,3,2,3,1,3,3,4,-1,1,2
60004110-01,1,7,1,2,2,2,3,4,1,3,2,2,2,2,2,2,3,6,-1,2,2
60004111-03,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,-1,2,2
60004112-01,2,-1,-1,-1,-1,-1,-1,3,1,3,3,4,2,4,2,4,4,6,-1,2,2
60004117-01,1,1,3,2,3,4,4,3,1,3,4,3,4,4,2,4,4,1,-1,1,2
60004126-01,1,5,1,4,4,4,4,2,1,2,3,3,3,3,2,4,3,6,-1,1,1
60004130-02,1,-5,2,3,4,4,4,2,2,2,2,3,4,4,3,3,1,6,-1,1,2
60004137-01,2,-1,-1,-1,-1,-1,-1,-9,3,2,3,2,1,2,2,2,2,7,-1,-9,-9
60004138-01,1,7,1,3,3,2,3,2,1,3,2,3,2,2,1,2,1,6,-1,1,2
60004146-01,1,7,3,1,1,1,3,4,-9,3,4,4,3,4,2,4,4,6,-1,1,1
60004147-01,1,7,1,4,3,3,3,3,2,3,3,4,2,3,3,2,4,7,-1,1,1
60004148-01,1,6,1,3,3,3,3,3,1,2,3,3,2,2,2,2,3,6,-1,2,2
60004150-01,1,7,3,3,3,2,2,4,1,3,4,4,2,3,2,3,4,7,-1,1,2
60004154-01,2,-1,-1,-1,-1,-1,-1,2,1,2,2,2,3,2,2,3,4,7,-1,1,1
60004164-03,1,-5,3,4,4,4,2,1,1,2,2,2,2,2,2,2,2,6,-1,1,2
60004165-01,1,7,1,3,2,-9,1,4,1,2,3,3,2,4,1,1,1,7,-1,2,2
60004166-01,1,7,1,3,2,1,3,3,1,3,3,3,2,3,1,2,4,7,-1,2,2
60004172-01,1,6,1,4,4,4,4,2,1,2,3,3,2,3,2,3,4,6,-1,2,2
60004174-01,1,7,1,3,3,2,3,2,1,2,2,3,2,3,2,2,3,7,-1,1,1
60004175-01,1,7,3,4,4,3,4,2,1,2,2,3,2,3,3,3,3,6,-1,1,2
60004180-01,1,-5,1,1,1,1,1,2,2,3,2,4,2,2,2,2,4,6,-1,2,2
60004181-01,1,4,3,2,3,1,3,2,2,3,2,2,3,2,3,2,3,8,-1,2,2
60004182-01,1,6,1,2,4,4,3,2,1,3,3,4,3,3,3,3,4,6,-1,1,2
60004184-01,1,7,1,3,2,1,2,2,2,2,4,4,3,3,2,3,4,7,-1,1,2
60004185-01,1,7,3,3,3,2,3,2,1,2,2,2,2,3,2,2,3,6,-1,2,2
60004191-01,1,1,1,-9,-9,-9,-9,4,-9,-9,3,-9,-9,-9,-9,-9,-9,10,-1,1,2
60004192-01,1,7,1,3,4,1,3,3,1,2,2,2,2,2,1,2,3,7,-1,1,2
60004193-01,1,7,2,2,3,1,3,2,1,3,3,3,3,3,1,3,4,7,-1,2,2
60004195-01,1,7,3,2,3,3,3,2,1,3,2,2,2,2,3,4,4,6,-1,1,2
60004197-01,1,7,1,2,2,2,2,3,2,2,3,3,3,3,3,3,4,6,-1,2,2
60004206-01,1,7,1,3,3,2,3,3,2,3,3,4,2,3,2,4,4,91,HEALTHCARE PROVIDER WEBSITE,1,2
60004208-01,1,7,2,3,4,1,3,1,1,3,4,3,2,3,1,2,4,6,-1,1,2
60004209-01,1,7,1,3,3,2,3,3,1,2,2,2,2,2,1,2,4,7,-1,1,1
60004220-01,1,6,1,3,4,4,4,2,1,3,4,4,4,4,2,3,4,6,-1,1,1
60004227-01,1,7,3,3,3,2,1,3,1,2,2,2,2,3,1,1,4,7,-1,2,2
60004231-02,1,7,2,3,3,3,3,2,1,2,3,3,2,3,3,3,3,7,-1,1,2
60004234-01,1,7,1,4,4,4,4,1,1,3,3,3,2,3,1,2,4,6,-1,1,2
60004235-02,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,-1,1,1
60004236-02,1,6,2,4,4,4,4,2,1,2,3,3,2,2,2,3,3,7,-1,2,2
60004239-03,1,7,1,4,3,4,4,2,1,2,3,3,2,3,2,2,4,7,-1,1,2
60004241-01,2,-1,-1,-1,-1,-1,-1,3,2,2,2,4,3,2,2,3,3,6,-1,2,2
60004244-02,1,7,2,3,4,2,3,1,1,3,2,3,2,3,2,3,4,7,-1,2,2
60004245-02,1,7,1,3,3,3,4,2,1,2,2,3,2,3,1,2,2,6,-1,2,2
60004250-02,1,7,3,2,2,1,3,3,1,3,2,2,2,2,1,2,2,7,-1,1,2
60004253-01,1,7,1,4,4,4,4,1,1,3,3,3,1,3,2,2,3,7,-1,1,2
60004256-03,2,-2,-2,-2,-2,-2,-2,3,1,3,3,3,2,3,2,3,3,6,-1,2,2
60004257-02,1,7,1,3,4,2,4,3,1,2,4,4,2,2,2,3,4,6,-1,1,2
60004259-01,1,7,1,2,2,2,3,3,1,2,3,4,2,4,2,2,2,7,-1,2,2
60004261-01,1,7,2,3,4,3,3,1,2,3,2,4,2,4,3,4,4,7,-1,1,2
60004262-01,2,-1,-1,-1,-1,-1,-1,5,3,4,3,3,3,3,3,3,1,6,-1,2,2
60004264-01,1,-5,2,2,2,2,3,2,1,3,3,4,1,4,1,2,4,7,-1,1,2
60004265-02,1,7,3,4,3,3,3,1,1,3,2,2,2,2,1,1,4,6,-1,1,2
60004271-02,1,7,3,4,3,3,4,2,2,3,2,2,2,2,2,2,3,7,-1,1,2
60004278-01,1,2,1,3,4,1,4,2,3,2,3,3,3,3,3,2,2,1,-1,1,2
60004283-01,1,7,1,3,3,2,2,4,2,4,-9,4,3,4,3,3,4,6,-1,1,1
60004286-01,1,7,1,3,3,3,3,2,2,3,4,4,2,2,1,3,4,7,-1,1,1
60004287-02,1,7,1,3,2,1,3,1,1,3,3,3,2,2,3,2,4,7,-1,2,2
60004290-03,1,7,2,4,4,4,4,1,1,2,3,2,2,2,2,4,4,6,-1,1,2
60004292-01,1,6,3,3,3,1,2,2,1,2,3,3,3,4,3,4,4,6,-1,2,2
60004293-01,1,7,3,4,4,2,3,2,1,2,3,3,3,3,1,3,4,6,-1,1,1
60004297-01,2,-1,-1,-1,-1,-1,-1,4,2,4,-5,-5,3,3,2,4,4,6,-1,2,2
60004300-02,1,7,1,3,3,4,4,2,1,2,2,3,2,-9,1,2,3,7,-1,1,2
60004309-01,1,6,1,2,3,2,2,3,2,3,4,3,3,3,3,2,2,6,-1,1,2
60004311-02,1,4,3,-9,-9,1,-9,3,-5,-9,-9,-9,-9,-9,-9,-9,-9,1,-1,2,1
60004316-03,1,2,1,2,2,2,2,3,2,3,3,3,3,3,3,3,3,1,-1,1,2
60004318-01,1,2,1,3,2,3,3,2,1,2,2,2,2,2,1,1,4,2,-1,2,2
60004323-02,1,7,3,3,2,2,3,2,1,3,3,3,1,3,1,2,4,6,-1,1,2
60004325-01,1,7,3,3,2,1,4,2,2,2,2,3,2,3,4,2,3,7,-1,2,2
60004326-01,1,7,2,3,2,2,3,3,2,3,3,3,3,3,3,3,4,6,-1,1,2
60004327-01,1,7,2,4,3,1,3,3,2,2,3,3,3,3,4,3,4,6,-1,1,2
60004330-02,1,4,1,4,3,3,2,3,1,2,2,3,1,3,2,-9,4,7,-1,2,2
60004335-01,1,7,2,3,3,3,4,3,1,3,2,3,2,3,1,2,3,6,-1,1,2
60004342-01,1,7,1,3,4,2,2,3,1,3,2,2,2,2,1,3,4,6,-1,2,2
60004344-03,1,-5,1,4,2,2,2,2,2,2,2,4,2,3,1,3,4,4,-1,1,2
60004346-02,2,-1,-1,-1,-1,-1,-1,3,1,2,4,4,4,4,2,2,1,6,-1,2,2
60004350-03,1,7,1,2,1,2,3,1,1,2,4,3,4,4,4,3,4,6,-1,1,2
60004354-01,1,7,1,4,4,4,4,1,1,2,2,4,1,4,2,2,4,6,-1,1,2
60004355-01,1,5,3,1,2,2,2,3,2,3,2,3,3,3,4,2,2,6,-1,1,1
60004357-01,1,7,1,3,3,2,3,2,1,3,2,2,2,2,2,3,4,7,-1,1,2
60004358-02,1,7,2,4,4,1,3,1,1,2,2,2,2,2,2,2,2,6,-1,2,2
60004362-01,1,7,2,1,1,4,3,1,2,3,4,4,2,3,2,2,4,8,-1,1,2
60004365-03,1,-5,3,1,1,2,3,3,2,2,2,2,2,2,2,2,2,7,-1,1,2
60004369-01,1,7,1,3,3,3,3,1,1,2,2,2,2,2,1,1,4,7,-1,2,2
60004371-01,1,-5,3,4,4,3,4,2,1,3,3,3,1,3,2,2,3,-5,-1,2,2
60004378-01,1,7,3,4,4,2,3,1,1,2,3,3,1,3,2,4,4,7,-1,1,2
60004382-01,1,7,1,4,4,4,4,1,1,3,4,4,1,4,3,4,4,7,-1,1,2
60004387-01,1,6,1,3,4,3,2,1,1,2,3,3,3,3,2,2,4,7,-1,1,2
60004388-01,1,1,3,2,2,2,3,3,2,3,4,4,3,4,3,4,4,6,-1,1,2
60004389-01,1,7,3,2,2,3,2,3,1,2,2,4,2,4,1,2,3,7,-1,2,2
60004391-01,1,-5,1,4,4,3,3,1,1,2,2,2,1,3,1,1,2,6,-1,1,2
60004394-01,1,7,2,3,3,2,3,2,1,2,2,2,2,3,2,2,3,6,-1,2,2
60004396-02,1,1,1,2,2,1,1,2,4,2,3,2,3,3,4,2,1,1,-1,2,2
60004397-01,1,7,1,1,1,2,2,4,1,3,2,2,3,3,1,1,4,6,-1,1,2
60004401-03,1,7,1,4,4,3,4,1,1,2,3,4,2,4,1,2,4,6,-1,2,2
60004403-01,1,7,1,3,4,4,4,2,2,2,3,3,1,4,2,4,4,7,-1,2,2
