PersonID,ChanceGetCancer,EverythingCauseCancer,PreventNotPossible,TooManyRecommendations,CancerMoreCommon,CancerFatal,RatherNotKnowChance,FreqWorryCancer,FamilyEverHadCancer
60011384-01,2,4,4,4,4,2,4,2,1
60011398-01,4,2,3,2,3,3,4,4,1
60011400-02,2,3,4,4,4,4,1,1,1
60011406-01,4,2,3,1,2,3,3,2,1
60011407-02,3,3,2,3,3,2,3,3,2
60011411-02,3,4,4,4,3,1,4,1,4
60011425-01,4,2,2,2,2,1,4,3,1
60011429-01,3,2,3,2,3,2,3,3,1
60011443-01,3,3,4,2,3,2,3,2,2
60011456-01,2,2,3,2,2,3,4,2,1
60011476-01,3,3,4,3,3,3,3,2,4
60011477-01,3,2,3,2,3,1,2,3,1
60011482-01,4,2,1,2,3,3,1,1,-9
60011485-01,2,1,1,1,1,1,2,3,1
60011489-03,4,2,2,2,2,2,2,3,1
60011492-02,4,2,3,3,1,2,3,3,1
60011500-01,3,2,4,2,2,4,4,1,2
60011501-01,5,3,3,3,4,3,4,1,1
60011503-02,3,3,3,2,-9,2,3,3,1
60011504-01,2,4,4,4,4,4,1,2,1
60011508-02,4,1,3,1,4,2,4,2,4
60011511-01,1,3,4,3,4,4,4,2,2
60011512-01,2,2,1,2,3,4,4,1,1
60011514-01,3,1,2,1,2,2,1,2,4
60011518-01,5,1,1,1,2,1,1,5,2
60011528-01,3,4,4,4,3,3,4,3,1
60011529-01,3,3,3,2,3,4,4,2,1
60011530-01,5,2,4,3,3,4,4,3,1
60011531-01,4,3,2,3,3,3,4,3,2
60011534-01,4,1,3,3,2,2,3,3,1
60011535-02,2,3,3,2,3,3,4,1,2
60011536-01,3,1,3,2,2,4,4,3,1
60011541-03,4,2,3,3,3,2,2,2,2
60011542-01,4,2,3,2,2,1,3,5,1
60011544-03,3,4,2,4,4,3,4,2,2
60011545-01,1,2,2,2,2,2,1,1,1
60011549-01,-9,2,3,2,2,2,2,2,4
60011552-01,3,3,3,2,3,2,2,1,-9
60011554-01,4,2,3,3,2,2,2,3,1
60011560-02,2,2,3,2,2,2,2,2,1
60011564-01,-9,2,2,2,3,1,4,2,2
60011565-01,2,2,4,2,2,3,2,1,2
60011568-01,2,2,3,2,4,3,3,1,2
60011570-02,3,2,2,1,3,3,2,3,1
60011572-01,3,3,3,2,3,3,4,2,2
60011575-02,4,4,1,4,1,1,4,5,1
60011584-01,3,3,4,2,3,3,3,1,1
60011596-03,3,2,3,2,4,4,4,2,1
60011602-01,3,1,4,2,4,1,4,3,1
60011604-01,2,1,4,3,4,4,2,-9,1
60011609-01,3,1,3,3,2,2,3,1,1
60011611-01,1,3,4,2,4,2,2,1,1
60011615-03,3,2,3,2,2,2,3,2,1
60011617-01,5,1,4,1,3,1,1,4,1
60011622-01,3,4,4,4,2,3,4,2,1
60011626-01,4,2,3,2,4,3,2,3,2
60011627-01,-9,2,2,2,-9,-9,1,1,1
60011632-03,4,4,4,4,3,2,4,4,1
60011636-02,5,2,4,2,2,2,4,3,4
60011639-01,-9,-9,-9,-9,-9,-9,-9,-9,-9
60011646-03,3,2,2,2,4,3,4,3,1
60011659-02,3,3,4,4,1,1,4,3,2
60011661-02,4,2,2,2,2,2,4,4,1
60011665-01,3,4,1,2,3,4,2,3,1
60011666-04,1,4,3,4,3,4,-9,1,2
60011667-01,1,1,1,1,1,1,2,3,1
60011669-01,4,2,4,3,3,4,3,4,2
60011687-01,4,3,4,1,3,2,2,3,1
60011691-01,3,2,3,3,3,2,4,2,1
60011700-01,-9,4,4,4,4,4,1,1,4
60011703-01,3,3,3,3,3,3,2,2,2
60011705-02,4,1,4,1,-9,1,4,3,1
60011712-01,3,2,3,3,4,2,3,2,1
60011715-01,1,3,4,2,2,1,1,2,2
60011723-02,2,2,4,1,-9,2,4,1,1
60011737-01,2,3,2,2,4,4,4,2,1
60011751-01,3,2,3,2,4,3,3,3,1
60011753-01,4,2,2,1,2,2,1,1,2
60011756-01,2,2,4,3,4,3,1,1,-9
60011758-01,4,4,1,2,3,4,1,1,1
60011763-01,4,2,3,2,2,1,2,2,1
60011769-03,4,1,3,1,2,1,2,1,1
60011770-03,4,2,3,2,3,2,2,3,1
60011771-01,3,1,4,2,2,4,4,2,2
60011772-01,3,2,3,2,2,2,1,1,2
60011776-02,1,1,4,2,3,4,4,1,2
60011783-01,-9,-9,-9,-9,-9,-9,-9,-9,1
60011786-01,3,3,3,2,2,3,3,3,4
60011791-02,2,2,2,2,-9,-9,-9,1,1
60011793-02,3,3,2,2,2,3,4,2,2
60011795-01,5,2,4,4,2,2,4,4,1
60011798-01,-9,1,3,2,3,1,4,2,4
60011802-02,4,3,3,2,2,3,2,3,1
60011805-02,4,3,2,1,1,1,1,5,2
60011808-02,1,2,4,2,3,1,2,5,1
60011810-01,1,2,1,2,2,1,2,1,2
60011811-03,2,3,3,4,4,4,4,2,2
60011814-01,3,4,4,2,4,4,4,1,2
60011815-01,3,2,3,2,3,2,4,3,1
60011817-02,1,1,4,1,1,4,4,3,1
60011818-02,4,4,3,3,3,4,2,3,2
60011820-01,4,1,1,1,1,1,1,3,1
60011832-01,5,4,3,3,3,2,3,1,2
60011839-02,4,1,2,4,4,2,4,3,2
60011844-03,2,1,4,2,3,2,4,3,2
60011853-01,1,4,4,2,4,3,2,1,2
60011869-01,2,3,2,3,-9,2,1,3,-9
60011876-01,3,1,1,2,2,4,4,3,1
60011881-03,3,4,4,2,3,4,4,3,2
60011890-01,3,2,4,3,4,4,3,3,1
60011891-01,4,2,2,2,2,3,2,1,4
60011894-01,2,2,3,2,3,1,3,3,2
60011898-02,3,3,1,3,3,4,4,1,1
60011901-01,3,2,2,2,3,2,3,2,1
60011904-01,4,2,3,2,2,1,4,3,1
60011907-01,4,4,4,2,3,2,4,4,1
60011911-01,2,3,4,2,3,3,4,2,2
60011912-02,3,2,3,2,4,3,3,1,2
60011914-01,3,3,4,2,3,2,4,2,1
60011919-01,2,2,4,1,2,2,4,1,2
60011924-03,4,3,3,3,4,1,4,5,1
60011930-02,-9,1,-9,-9,-9,-9,-9,5,2
60011933-01,3,1,2,1,3,1,1,3,2
60011938-01,4,3,3,3,3,3,3,3,2
60011941-01,4,3,3,2,3,3,3,3,1
60011944-01,3,3,3,3,4,3,3,2,1
60011946-01,-9,1,-9,1,-9,-9,1,-9,1
60011949-03,3,3,3,3,3,3,2,2,1
60011953-01,3,2,1,2,2,2,3,3,2
60011955-01,4,2,4,3,3,3,4,3,1
60011961-01,3,3,4,2,3,3,4,2,1
60011967-01,3,2,3,3,3,3,3,2,1
60011972-01,4,3,4,3,3,1,4,4,2
60011983-02,-9,-9,-9,-9,-9,-9,-9,-9,-9
60011986-01,2,2,4,2,3,2,4,2,2
60011989-01,4,2,4,2,2,1,4,4,1
60012006-02,1,1,1,1,1,1,4,1,1
60012010-01,1,1,4,4,3,2,4,2,2
60012019-01,3,1,4,2,3,4,4,2,1
60012021-01,4,3,3,2,2,4,3,2,1
60012036-02,3,2,2,2,2,4,2,2,1
60012041-02,3,4,3,2,2,1,4,3,2
60012049-02,3,2,3,2,2,4,1,2,-9
60012051-01,1,4,2,4,4,4,4,-9,1
60012053-01,3,2,4,3,3,4,4,1,2
60012054-02,1,1,4,1,3,3,4,2,2
60012055-02,-9,-9,-9,-9,-9,-9,-9,-9,-9
60012057-01,1,1,4,4,2,2,4,1,2
60012058-01,5,3,-9,1,3,4,4,3,1
60012065-01,4,2,2,2,2,2,1,5,2
60012071-01,4,1,2,1,4,3,2,2,2
60012079-01,1,2,2,2,2,2,4,5,1
60012086-02,2,2,2,2,3,2,1,1,2
60012088-01,-9,-9,-9,-9,-9,-9,4,5,1
60012092-01,4,1,4,3,2,3,4,3,1
60012093-03,2,3,2,3,3,4,3,1,1
60012103-02,1,1,2,2,2,2,4,4,4
60012105-02,2,3,3,3,4,3,1,1,-9
60012110-02,1,1,4,2,3,2,2,2,4
60012112-02,3,2,3,2,3,1,3,2,1
60012115-02,3,2,4,2,3,1,2,3,2
60012125-03,4,1,1,3,1,1,2,5,1
60012127-01,4,2,3,3,2,3,2,1,1
60012128-01,2,2,3,3,4,4,1,1,4
60012141-01,3,2,4,3,4,2,2,2,2
60012149-01,1,4,4,4,3,3,4,1,1
60012150-01,3,1,1,1,1,1,4,2,-9
60012153-02,4,2,3,2,2,3,3,2,1
60012156-01,2,3,3,2,4,2,3,2,2
60012169-01,3,3,3,1,2,3,3,2,1
60012170-02,1,-9,-9,-9,-9,-9,3,1,2
60012172-02,5,2,4,3,2,2,4,4,1
60012182-01,4,3,3,3,2,2,2,3,1
60012188-02,3,2,3,3,4,2,3,2,2
60012190-01,3,2,3,1,3,1,2,3,1
60012192-01,2,3,3,1,4,2,2,3,2
60012193-01,4,2,4,2,3,1,4,3,1
60012208-01,4,1,2,1,2,1,2,3,1
60012212-01,4,1,2,1,1,1,1,5,1
60012218-01,-9,-9,-9,-9,-9,-9,-9,-9,-9
60012229-01,5,1,1,1,1,3,1,4,1
60012230-02,1,2,4,4,4,2,1,3,1
60012232-01,3,1,4,2,3,3,2,2,1
60012233-02,3,2,4,4,4,4,3,2,1
60012236-02,4,3,1,2,2,1,4,5,2
60012242-01,3,2,4,2,2,4,3,2,2
60012245-01,5,3,3,3,3,2,4,3,1
60012246-01,4,-9,-9,-9,-9,1,4,1,2
60012250-02,2,1,1,1,2,1,1,4,2
60012252-01,3,2,3,3,3,3,4,3,1
60012254-01,4,1,4,1,2,1,2,2,1
60012267-03,3,2,3,3,3,3,4,1,4
60012278-01,3,1,1,4,4,1,4,3,1
60012282-01,4,3,2,2,2,3,3,1,1
60012284-03,3,4,3,2,3,2,3,2,1
60012285-01,3,2,4,3,3,2,1,2,1
60012287-03,3,2,3,2,2,2,3,4,1
60012289-01,2,4,4,3,2,4,3,1,2
60012292-01,2,1,1,1,2,3,3,2,2
60012297-01,3,1,1,1,1,1,1,1,2
60012298-01,4,2,4,2,3,2,3,4,1
60012328-02,4,2,2,2,2,3,2,2,1
60012331-01,3,2,3,2,2,1,2,2,1
60012339-01,3,3,4,3,3,3,3,2,2
60012345-01,2,2,4,1,3,2,4,2,2
60012346-01,1,1,1,1,1,1,4,5,1
60012350-02,2,2,3,1,2,1,3,3,2
60012352-01,2,1,2,2,1,1,1,1,1
60012355-01,2,3,3,-5,1,1,2,3,1
60012361-01,4,2,3,1,4,2,4,3,1
60012362-02,1,3,3,1,3,2,3,1,1
60012372-01,4,2,3,2,3,2,3,4,1
60012381-02,4,2,3,3,3,2,4,3,1
60012383-01,1,2,4,2,3,2,3,2,2
60012384-01,3,2,2,2,3,2,4,2,1
60012394-01,2,2,3,2,2,3,2,3,2
60012396-01,3,4,4,4,4,2,4,3,2
60012397-01,3,4,4,2,4,1,2,2,2
60012398-02,4,2,4,1,2,3,4,3,-9
60012402-01,4,2,4,3,4,4,4,2,1
60012404-01,3,1,3,2,2,2,4,1,4
60012406-03,2,2,4,2,3,4,4,2,1
60012415-01,4,2,4,3,4,2,3,2,1
60012420-03,-9,-9,-9,-9,-9,-9,-9,-9,-9
60012433-02,1,2,2,2,2,2,3,2,1
60012437-01,3,3,2,2,2,1,2,2,1
60012444-03,-9,2,3,2,2,4,-9,-9,1
60012455-01,3,2,4,3,4,3,3,3,1
60012468-01,3,3,4,4,2,3,4,2,1
60012477-03,4,3,2,2,3,2,4,3,1
60012479-01,3,2,3,2,2,2,3,2,1
60012491-02,3,3,3,3,3,3,3,1,4
60012500-03,4,1,1,2,2,2,2,3,1
60012505-01,1,4,2,2,2,2,2,1,2
60012506-01,3,2,3,3,2,2,3,3,1
60012512-01,3,2,1,2,4,4,4,3,1
60012513-01,3,1,2,1,2,2,2,2,4
60012519-01,3,2,3,2,4,3,4,2,2
60012523-02,4,-9,4,3,4,4,1,1,1
60012524-02,3,2,3,3,3,3,3,2,1
60012527-01,3,2,3,3,3,3,4,3,1
60012528-01,3,2,4,2,3,3,4,2,1
60012533-03,4,1,1,1,2,1,2,5,1
60012534-01,3,4,3,2,-9,4,4,1,4
60012539-01,4,2,4,2,1,3,4,2,1
60012540-01,2,2,3,2,3,2,3,3,1
60012548-02,4,2,4,2,3,3,4,3,1
60012553-01,3,2,3,2,3,3,3,1,2
60012562-01,3,2,2,2,3,3,3,3,2
60012567-01,4,2,2,2,4,2,2,3,4
60012570-01,4,3,4,2,2,2,3,2,1
60012575-03,4,1,3,1,2,1,4,4,1
60012577-01,3,3,3,3,3,2,2,5,1
60012584-01,2,2,4,2,1,2,4,3,2
60012595-03,2,3,4,3,3,3,3,2,1
60012599-01,4,1,1,3,3,1,3,3,1
60012615-01,3,1,4,1,1,2,4,3,2
60012616-01,1,3,3,2,3,3,2,1,2
60012620-02,4,2,4,4,2,3,2,2,1
60012622-02,4,2,2,3,-9,-9,2,1,1
60012625-01,4,1,3,1,2,1,3,3,1
60012626-03,3,1,1,1,1,1,1,5,1
60012628-01,1,4,-9,4,3,3,4,1,1
60012629-01,3,2,3,3,3,2,2,2,2
60012636-01,3,3,3,2,3,3,2,3,1
60012646-01,3,3,4,3,4,4,4,4,2
60012650-01,2,2,2,3,2,2,2,3,2
60012653-02,1,4,4,4,4,4,1,1,4
60012656-01,2,1,1,4,2,2,3,5,2
60012658-01,3,2,3,1,2,1,3,3,1
60012661-02,3,3,3,2,3,3,4,1,4
60012672-01,3,2,2,2,2,2,1,2,1
60012674-01,5,3,4,2,4,3,2,4,1
60012682-01,3,1,4,1,4,1,1,3,2
60012683-03,4,2,4,2,3,1,2,3,2
60012688-03,4,4,3,2,3,2,4,2,1
60012692-01,4,2,3,3,1,2,3,3,1
60012704-01,3,1,3,2,1,2,1,3,2
60012706-01,4,2,3,-9,-9,-9,4,5,1
60012716-02,2,2,1,1,2,1,2,1,2
60012717-03,3,2,2,2,2,3,4,1,1
60012723-01,4,3,2,2,4,2,2,2,1
60012732-02,-9,-9,-9,-9,-9,-9,-9,1,2
60012733-01,3,4,2,2,3,4,4,2,1
60012735-02,1,1,3,1,2,1,4,3,1
60012738-02,3,2,3,2,2,2,4,1,1
60012745-01,3,2,3,2,3,3,3,3,4
60012746-01,3,2,4,2,3,2,2,1,1
60012752-01,4,2,3,1,2,2,2,2,1
60012756-01,2,2,2,2,2,3,2,2,2
60012759-01,5,3,4,4,2,4,4,5,1
60012764-03,2,3,3,2,4,3,4,1,2
60012771-02,4,2,3,2,3,1,3,3,1
60012796-01,3,2,3,3,4,3,4,2,1
60012798-01,1,3,3,3,3,2,3,1,2
60012799-03,4,3,3,2,4,4,3,3,1
60012805-02,-9,2,1,2,1,1,1,3,2
60012806-01,2,1,3,3,1,1,1,5,2
60012813-01,4,4,4,3,4,4,4,2,1
60012814-01,4,2,4,2,2,3,3,3,1
60012816-02,2,2,4,4,4,4,4,3,1
60012819-01,3,4,4,4,4,4,4,1,1
60012824-01,3,2,3,3,2,3,4,4,-9
60012830-02,3,4,4,3,3,1,2,5,1
60012833-01,3,1,2,1,2,1,3,4,2
60012835-01,2,2,3,2,2,2,4,2,1
60012839-02,5,3,3,3,2,2,4,4,1
60012840-01,4,1,2,2,3,1,1,4,1
60012844-01,3,2,3,2,3,3,4,3,2
60012851-01,3,4,4,4,4,2,4,2,2
60012852-02,4,4,4,4,4,2,4,3,1
60012859-01,5,2,4,2,2,2,4,3,1
60012861-01,3,2,1,1,2,1,1,5,1
60012868-01,3,1,3,1,3,2,3,2,4
60012873-01,3,2,4,4,4,3,4,2,4
60012883-02,2,2,3,2,3,4,3,2,2
60012885-03,4,2,3,1,1,1,4,5,2
60012886-01,3,4,-9,3,4,4,3,1,2
60012887-01,3,1,4,1,2,1,4,2,1
60012898-01,4,3,3,2,4,2,2,2,1
60012901-02,4,2,3,2,3,4,4,4,1
60012906-01,4,2,2,1,2,2,2,3,1
60012909-01,2,2,4,4,3,3,4,2,2
60012913-01,-9,3,4,2,4,4,3,2,1
60012917-01,5,3,2,2,2,2,2,5,1
60012919-01,1,1,1,1,3,4,1,1,2
60012920-01,3,2,2,2,3,2,3,2,1
60012923-01,3,2,4,2,2,2,2,2,1
60012925-01,3,3,2,3,3,2,4,1,1
60012928-01,3,2,2,2,2,1,3,2,4
60012929-01,4,1,4,1,3,3,4,3,1
60012930-01,4,3,4,2,2,3,2,2,1
60012942-01,2,1,2,1,1,2,3,1,1
60012947-01,2,2,3,1,3,3,4,2,4
60012948-02,1,2,1,2,2,4,2,3,1
60012949-02,2,4,-9,1,2,2,4,1,2
60012952-01,4,2,3,2,3,2,3,3,1
60012953-01,2,2,4,3,2,2,2,2,1
60012955-01,4,2,2,2,2,3,3,4,2
60012956-03,3,2,2,2,2,1,2,4,4
60012957-01,3,2,3,2,3,2,3,2,4
60012965-03,3,2,2,3,2,2,3,2,2
60012970-01,3,4,3,2,3,2,3,2,1
60012971-03,5,1,1,3,4,2,3,2,1
60012973-01,3,1,3,3,1,3,1,1,4
60012989-01,3,2,4,3,3,3,4,2,1
60012991-01,2,2,2,2,3,-9,2,2,2
60012994-02,3,2,4,2,4,4,4,2,4
60012999-01,1,1,4,1,1,1,4,1,1
60013003-02,1,2,2,1,1,1,4,4,1
60013004-01,3,3,4,2,2,2,3,3,2
60013007-01,3,1,2,2,2,1,2,2,1
60013012-01,4,2,4,3,3,4,3,2,1
60013028-02,3,4,4,4,3,3,4,2,1
60013032-01,1,4,1,2,1,2,4,1,1
60013041-02,3,2,4,1,4,3,4,3,2
60013043-01,3,3,4,2,3,3,4,2,1
60013045-01,3,3,4,3,2,3,4,3,1
60013049-01,4,1,2,1,2,1,2,5,1
60013053-01,3,2,4,1,3,3,4,3,2
60013057-01,3,3,4,3,3,3,3,2,4
60013059-01,2,4,4,2,4,3,4,1,1
60013067-01,4,2,4,2,2,1,2,3,1
60013068-01,3,2,3,1,3,2,2,3,1
60013069-03,3,4,3,4,2,3,1,1,1
60013071-01,3,2,4,3,3,2,2,3,2
60013077-01,3,2,1,1,2,1,1,5,2
60013086-03,4,1,1,1,1,2,1,5,2
60013087-01,2,3,3,2,2,3,3,1,1
60013089-01,2,2,3,1,3,2,3,4,1
60013095-01,3,2,4,3,3,3,3,3,1
60013098-02,3,2,3,2,3,2,2,3,1
60013103-01,4,2,2,2,2,2,4,4,2
60013111-01,1,1,4,2,3,2,4,2,2
60013112-01,3,4,1,3,3,3,4,2,1
60013116-01,3,3,3,2,2,1,2,3,1
60013117-02,2,2,3,2,3,2,4,2,1
60013122-01,4,2,4,3,3,-9,4,2,1
60013123-02,3,1,2,2,2,1,2,1,4
60013125-02,-9,1,1,1,1,1,4,5,1
60013127-01,3,2,3,2,3,3,3,2,2
60013129-02,3,3,4,2,2,1,4,2,1
60013144-01,3,1,2,2,1,1,1,3,-9
60013145-02,1,2,4,1,4,1,4,2,2
60013150-01,4,2,3,2,2,2,4,2,1
60013161-03,4,2,3,2,3,2,3,3,1
60013162-02,3,1,2,2,3,1,4,4,1
60013163-01,1,1,2,2,2,2,3,1,2
60013164-01,5,2,1,2,1,1,2,1,1
60013165-01,3,2,3,2,3,4,4,2,4
60013170-01,3,3,4,3,4,4,3,2,1
60013186-01,1,1,1,1,1,1,1,1,2
60013193-01,2,2,4,2,4,4,2,1,1
60013196-01,3,1,3,3,3,3,2,3,1
60013202-01,3,3,3,2,3,4,3,1,1
60013207-02,2,4,3,2,-9,2,3,2,2
60013213-01,3,2,3,3,2,3,3,2,1
60013216-02,3,1,1,1,1,1,1,1,2
60013219-03,4,2,3,2,2,1,4,4,1
60013222-01,2,2,3,3,3,2,1,2,2
60013225-01,3,1,2,3,3,2,4,1,1
60013226-01,1,1,2,2,2,1,2,3,2
60013228-02,1,2,3,2,2,1,2,3,2
60013229-02,2,3,4,3,3,3,3,3,2
60013236-01,3,2,3,2,2,2,4,2,1
60013239-01,1,1,2,2,2,1,4,3,1
60013240-01,3,1,3,1,3,2,3,3,1
60013241-01,2,3,4,2,4,3,3,1,2
60013251-01,4,3,3,3,2,1,1,3,1
60013253-01,3,4,2,2,4,1,3,2,1
60013258-01,3,3,4,2,2,2,2,2,4
60013267-01,4,2,3,2,2,2,4,2,1
60013271-01,5,2,3,2,4,4,4,4,1
60013277-01,3,1,4,2,2,1,2,2,2
60013278-02,3,1,3,4,3,4,1,2,2
60013282-02,3,2,2,1,2,1,2,3,-9
60013284-03,3,3,3,3,3,3,2,2,2
60013291-01,4,1,3,1,2,1,1,5,1
60013298-01,2,2,4,3,3,1,4,2,1
60013305-01,4,1,4,2,4,4,3,3,1
60013309-01,-9,-9,-9,-9,-9,-9,-9,-9,4
60013317-01,3,2,2,2,2,1,3,5,1
60013330-01,4,2,3,2,3,3,4,3,2
60013332-01,4,2,4,4,1,3,1,1,1
60013333-01,3,3,3,2,3,3,4,4,1
60013339-01,3,1,2,1,2,1,1,1,2
60013340-01,4,2,2,2,1,1,4,5,1
60013346-01,1,3,3,3,2,3,4,2,2
60013347-01,2,2,3,3,2,2,3,1,1
60013355-01,3,4,4,2,3,3,4,2,1
60013357-01,4,4,4,2,3,2,1,2,1
60013359-01,4,2,3,1,2,1,4,2,1
